,Accession,Protein,Organism_Name,Species,Genotype,Isolate,Length,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
965,ANA05510.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqH2011059203,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
966,ANA05511.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqH2011060003,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
967,ANA05512.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqH2011061403,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
968,ANA05513.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqH2011061503,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
969,ANA05514.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqH2011061803,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
970,ANA05515.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqH2011067102,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
971,ANA05516.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqH2011067103,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
972,ANA05517.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqH2011067603,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
973,ANA05518.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqH2011067903,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
974,ANA05519.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqH2011069903,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
975,ANA05520.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLG1100141,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
976,ANA05521.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLH0900287,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
977,ANA05522.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLH0900333,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
978,ANA05523.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLH0900492,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
979,ANA05524.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLH1100331G,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
980,ANA05525.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLH1100422,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
981,ANA05526.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLH1100441,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
982,ANA05527.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLH1100445,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
983,ANA05528.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLL0900469,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
984,ANA05529.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLL0900471,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
985,ANA05530.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLL0900482,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
986,ANA05531.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLL1100164,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
987,ANA05532.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLL1100186,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
988,ANA05533.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLL1100340G,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
989,ANA05534.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLL1100429,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
990,ANA05535.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLL1100463,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
991,ANA05536.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLL1100481,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
992,ANA05537.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLL1100512,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
993,ANA05538.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqLLL1100519,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
994,ANA05539.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqNHG1100387A,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
995,ANA05540.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqNHG1100387V,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
996,ANA05541.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqNHG1100388V,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
997,ANA05542.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqNHG1100427V,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
998,ANA05543.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqNHG1100432V,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
999,ANA05544.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqNHG1100488,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1000,ANA05545.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqNHG1100517,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1001,ANA05546.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqNHG1100572V,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1002,ANA05547.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqNRT1100221,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1003,ANA05548.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqNRT1100222,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1004,ANA05549.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqNRT1100229,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1005,ANA05550.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqNYV1100216,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1006,ANA05551.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqNYV1100243,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1007,ANA05552.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4509,530,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1008,ANA05553.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4512,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1009,ANA05554.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4557,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1010,ANA05555.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4568,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1011,ANA05556.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4596,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1012,ANA05557.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4613,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1013,ANA05558.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4626,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1014,ANA05559.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4635,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1015,ANA05560.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4654,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1016,ANA05561.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4724,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1017,ANA05562.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4728,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1018,ANA05563.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4738,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1019,ANA05564.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4745,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1020,ANA05565.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4808,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1021,ANA05566.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4826,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1022,ANA05567.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4852,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1023,ANA05568.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4859,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1024,ANA05569.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4867,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1025,ANA05570.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqRD-4885,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1026,ANA05571.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqTB-376V,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1027,ANA05572.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqTB-402U,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1028,ANA05573.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqTB-512C,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1029,ANA05574.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqTB-518A,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1030,ANA05575.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqTB-583V,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1031,ANA05576.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqTB-616V,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1032,ANA05577.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqTB-685,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1033,ANA05578.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqTB-707V,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1034,ANA05579.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqTB-767V,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1035,ANA05580.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqTB-778C,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1036,ANA05581.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqTB-793V,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1037,ANA05582.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-004581,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1038,ANA05583.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-004626,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1039,ANA05584.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-004723,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1040,ANA05585.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-005146,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1041,ANA05586.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-005774,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1042,ANA05587.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-005866,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1043,ANA05588.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-006483,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1044,ANA05589.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-007107,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1045,ANA05590.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-008685,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1046,ANA05591.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-009121,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1047,ANA05592.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-009160,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1048,ANA05593.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-009813,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1049,ANA05594.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-009872,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1050,ANA05595.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-009957,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1051,ANA05596.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-010476,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1052,ANA05597.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-010611,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
1053,ANA05598.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqUT-010918,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
